text,sentiment,problem_type
"Nie kupujcie tego, strata czasu i nerwów, gówno totalne.",negatywna,jakość
"Super cena, na promocji to był strzał w dziesiątkę.",pozytywna,cena
"Pudełko rozerwane, brak słów na taką obsługę.",negatywna,opakowanie
"Wykonanie solidne, produkt wart swojej ceny.",pozytywna,jakość
"Cena ok, ale produkt przyszedł porysowany, słabo.",negatywna,jakość
"Szybko i sprawnie, polecam allegrowicza.",pozytywna,dostawa
"Materiał tak cienki, że rwie się w palcach, dramat.",negatywna,jakość
"Zapakowane w samą folię, cud że dojechało w całości.",negatywna,opakowanie
"Wszystko śmiga jak należy, jestem mega zadowolony.",pozytywna,jakość
"Cena rynkowa, ani tanio, ani drogo, po prostu ok.",neutralna,cena
"Kurier rzucił paczką o glebę przy mnie, co za typ.",negatywna,dostawa
"Zajebiste pudełko, od razu widać że to klasa premium.",pozytywna,opakowanie
"Działa, ale strasznie głośno buczy, irytujące.",negatywna,jakość
"Najlepiej wydane pieniądze w tym miesiącu, polecam!",pozytywna,cena
"Przyszło w innym kolorze niż zamawiałem, żenada.",negatywna,jakość
"Paczka dotarła na czas, wszystko w porządku.",pozytywna,dostawa
"Mogłoby być taniej, ale jakość broni ten produkt.",neutralna,cena
"Totalny badziew, nie wytrzymał nawet próby montażu.",negatywna,jakość
"Świetnie zabezpieczone folią bąbelkową, brawo.",pozytywna,opakowanie
"Działa poprawnie, nic dodać nic ująć.",neutralna,jakość
"W chuj dobre, kupiłbym drugi raz bez zastanowienia.",pozytywna,jakość
"Cena zaporowa dla zwykłego zjadacza chleba.",negatywna,cena
"Kurier bardzo pomocny, wniósł mi to na 3 piętro.",pozytywna,dostawa
"Pudełko pogniecione z każdej strony, słabo to wygląda.",negatywna,opakowanie
"Solidna marka, produkt nie zawiódł moich oczekiwań.",pozytywna,jakość
"Farba schodzi po kilku dniach, co za szmira.",negatywna,jakość
"Cena spoko, adekwatna do oferowanych możliwości.",neutralna,cena
"Dostawa ekspresowa, zamówione w nocy, rano u mnie.",pozytywna,dostawa
"Zapakowane w karton po czymś innym, wygląda mało profesjonalnie.",neutralna,opakowanie
"Najlepszy sprzęt jaki miałem w tej kategorii, polecam!",pozytywna,jakość
"Nie działa wejście USB, towar do zwrotu, masakra.",negatywna,jakość
"Taniej nie znajdziecie, mega okazja była.",pozytywna,cena
"Paczka dotarła z dużym opóźnieniem, kontakt słaby.",negatywna,dostawa
"Zabezpieczone idealnie, nic nie miało prawa latać w środku.",pozytywna,opakowanie
"Przeciętniak, robi co do niego należy, ale bez szału.",neutralna,jakość
"Zajebisty design, prezentuje się świetnie na biurku.",pozytywna,jakość
"Szkoda wydanej kasy na taki plastikowy badziew.",negatywna,cena
"Wszystko zgodne z opisem, szybka realizacja zamówienia.",pozytywna,dostawa
"Opakowanie rozerwane, towar wygląda na powystawowy.",negatywna,opakowanie
"Działa, ale instrukcja jest tak mała, że nic nie widać.",neutralna,jakość
"Rewelacja, polecam każdemu kto szuka jakości w dobrej cenie.",pozytywna,cena
"Zepsuło się przy pierwszym uruchomieniu, co za gówno.",negatywna,jakość
"Kurier zostawił paczkę w innym punkcie niż chciałem.",negatywna,dostawa
"Zapakowane bardzo estetycznie, miło się otwierało.",pozytywna,opakowanie
"Może być, chociaż spodziewałem się czegoś więcej.",neutralna,jakość
"Warto kupić, cena jest naprawdę bardzo atrakcyjna.",pozytywna,cena
"Pudełko przyszło całe w dziurach, brak słów.",negatywna,opakowanie
"Zajebista jakość, w chuj polecam ten konkretny model.",pozytywna,jakość
"Cena za wysoka o stówę co najmniej, nie warto.",negatywna,cena
"Dostawa na czas, wszystko sprawnie i bez problemów.",pozytywna,dostawa
"Jakość wykończenia pozostawia wiele do życzenia.",negatywna,jakość
"Fajne i tanie, czego chcieć więcej?",pozytywna,cena
"Paczka dotarła pusta w środku, kradzież w biały dzień!",negatywna,dostawa
"Zabezpieczone solidnie styropianem, duży plus.",pozytywna,opakowanie
"Standardowa jakość, typowa dla tego przedziału cenowego.",neutralna,jakość
"Wygląda bardzo luksusowo, a cena była niska.",pozytywna,cena
"Rozpadło się po wyjęciu z kartonu, żart jakiś.",negatywna,jakość
"Dostawa trwała wieki, zero informacji od sprzedawcy.",negatywna,dostawa
"Zapakowane poprawnie, nic się nie uszkodziło.",neutralna,opakowanie
"Wszystko gra, szybka wysyłka, polecam w 100%.",pozytywna,jakość
"Cena adekwatna do chińskiego wykonania.",neutralna,cena
"Najgorszy kurier z jakim miałem do czynienia, gbur!",negatywna,dostawa
"Pudełko wygląda jak premium, towar też super.",pozytywna,opakowanie
"Średnie, za te pieniądze można znaleźć coś lepszego.",neutralna,cena
"Zajebiste, napierdala aż miło słuchać!",pozytywna,jakość
"Nie polecam, towar niezgodny z opisem, oszustwo.",negatywna,jakość
"Szybka akcja, towar był u mnie na drugi dzień.",pozytywna,dostawa
"Zapakowane w stary karton, ale w środku wszystko bezpieczne.",neutralna,opakowanie
"Rewelacyjny stosunek ceny do jakości, polecam.",pozytywna,cena
"Zepsuło się po miesiącu, a gwarancja to fikcja.",negatywna,jakość
"Cena ok, przesyłka darmowa, więc na plus.",pozytywna,cena
"Paczka rzucona pod płot, kurier nawet nie zadzwonił.",negatywna,dostawa
"Zabezpieczone tak, że musiałem użyć noża żeby otworzyć.",pozytywna,opakowanie
"Działa, ale szału nie ma, przeciętny produkt.",neutralna,jakość
"Wszystko w porządku, szybka wysyłka, polecam.",pozytywna,dostawa
"Cena zbyt wysoka jak na taki badziewny plastik.",negatywna,cena
"Pudełko przyszło całe pogniecione, towar na szczęście ok.",neutralna,opakowanie
"Najlepszy zakup w tym roku, w chuj polecam!",pozytywna,jakość
"Rozpadło się przy pierwszym użyciu, tragedia.",negatywna,jakość
"Dostawa w jeden dzień, super obsługa.",pozytywna,dostawa
"Opakowanie rozerwane, towar wyglądał na używany.",negatywna,opakowanie
"Warto było kupić, cena bardzo przystępna.",pozytywna,cena
"Jakość tragiczna, wszystko śmierdzi tanim klejem.",negatywna,jakość
"Paczka dotarła na czas, bez żadnych przygód.",pozytywna,dostawa
"Zapakowane estetycznie, idealne na prezent.",pozytywna,opakowanie
"Cena rynkowa, ani tanio, ani drogo, jest ok.",neutralna,cena
"Szkoda kasy na to gówno, nie kupujcie!",negatywna,jakość
"Szybko, sprawnie i bezproblemowo, polecam.",pozytywna,dostawa
"Pudełko pogniecione, ale środek był bezpieczny.",neutralna,opakowanie
"Zajebista sprawa, działa idealnie.",pozytywna,jakość
"Za drogo jak na taką jakość, nie polecam.",negatywna,cena
"Wszystko zgodne z opisem, szybka wysyłka.",pozytywna,dostawa
"No i to rozumiem, sprzęt napierdala jak marzenie!",pozytywna,jakość
"Paczka dotarła po terminie, kurier to jakiś żart.",negatywna,dostawa
"Cena adekwatna, szału nie ma ale spełnia zadanie.",neutralna,cena
"Kurwa, nie polecam tego szajsu, rozleciało się w rękach.",negatywna,jakość
"Zapakowane pancernie, folii bąbelkowej nie żałowali.",pozytywna,opakowanie
"Jakość dźwięku taka sobie, spodziewałem się basu.",neutralna,jakość
"Kurier rzucił paczką przez płot, dramat.",negatywna,dostawa
"Najlepsza klawiatura jaką miałem, w chuj polecam!",pozytywna,jakość
"Pudełko pogniecione, wstyd komuś dać na prezent.",negatywna,opakowanie
"Cena rewelacja, towar przyszedł w mniej niż dobę.",pozytywna,cena
"Plastik fantastik, wszystko skrzypi i trzeszczy.",negatywna,jakość
"Dostawa ok, produkt zgodny z opisem, polecam.",pozytywna,dostawa
"Warto wydać każdy grosz na ten sprzęt.",pozytywna,cena
"Przyszło porysowane, a sklep zlewa klienta.",negatywna,jakość
"Zwykłe pudełko, nic się nie uszkodziło.",neutralna,opakowanie
"Zajebisty design, na żywo wygląda jeszcze lepiej.",pozytywna,jakość
"Cena zbyt wysoka jak na taki badziewny materiał.",negatywna,cena
"Ekspresowa wysyłka, produkt był u mnie rano.",pozytywna,dostawa
"Instrukcja tylko po chińsku, porażka totalna.",negatywna,jakość
"Pudełko wygląda jak psu z gardła wyjęte.",negatywna,opakowanie
"Działa bez zarzutu, szczerze polecam każdemu.",pozytywna,jakość
"Cena rynkowa, ani tanio, ani drogo.",neutralna,cena
"Szybko i na temat, towar wzorowo zapakowany.",pozytywna,opakowanie
"Bateria trzyma krócej niż obiecywali, słabo.",negatywna,jakość
"Zajebista promka, w chuj się opłacało kupić.",pozytywna,cena
"Paczka dotarła przemoczona, karton się rozpadał.",negatywna,opakowanie
"Działa poprawnie, ale szału nie ma.",neutralna,jakość
"Nie polecam, towar używany i brudny, oszustwo!",negatywna,jakość
"Dostawa błyskawiczna, kurier bardzo uprzejmy.",pozytywna,dostawa
"Solidna robota, nie jakaś tania chińszczyzna.",pozytywna,jakość
"Cena z kosmosu, pogięło ich z tą marżą.",negatywna,cena
"Opakowanie eko, bez plastiku, duży plus.",pozytywna,opakowanie
"Mogło być lepiej, ale za te grosze nie narzekam.",neutralna,cena
"Wszystko git, szybka akcja, towar klasa.",pozytywna,jakość
"Szajs, nie wytrzymało nawet jednego dnia.",negatywna,jakość
"Kurier zostawił paczkę u sąsiada bez info.",negatywna,dostawa
"Zapakowane tak, że nic się nie mogło stłuc.",pozytywna,opakowanie
"Standard, produkt robi co ma robić.",neutralna,jakość
"Rewelacyjna cena, najtaniej w sieci.",pozytywna,cena
"Przyszło rozwalone, a obsługa to żart.",negatywna,opakowanie
"Wygląda super, działa jeszcze lepiej.",pozytywna,jakość
"Cena spoko, ale dostawa trwała tydzień.",neutralna,dostawa
"Kurewsko drogo, ale jakość rzeczywiście powala.",pozytywna,cena
"Plastik śmierdzi tak, że głowa boli.",negatywna,jakość
"Wszystko w porządku, szybka realizacja.",pozytywna,dostawa
"Pudełko otwarte, brakowało śrubek w środku.",negatywna,opakowanie
"Działa, ale menu to kurewska zagadka.",negatywna,jakość
"Fajny gadżet w dobrej cenie, polecam.",pozytywna,cena
"Paczka pognieciona, towar na szczęście cały.",neutralna,opakowanie
"Jakość miazga, czuć pieniądz w ręku.",pozytywna,jakość
"Szkoda kasy, lepiej kupić coś markowego.",negatywna,cena
"Kurier spóźniony 3 dni, zero kontaktu.",negatywna,dostawa
"Estetyczne opakowanie, idealne na prezent.",pozytywna,opakowanie
"Działa poprawnie, typowy średniak.",neutralna,jakość
"Zajebista sprawa, polecam kto się waha!",pozytywna,jakość
"Zepsuło się po tygodniu, omijać ten syf.",negatywna,jakość
"Cena niska, ale jakość też kuleje.",neutralna,cena
"Wszystko elegancko, towar 10/10.",pozytywna,jakość
"Opakowanie tragiczne, zero zabezpieczenia.",negatywna,opakowanie
"Dostawa w jeden dzień, byłem w szoku.",pozytywna,dostawa
"Produkt przeciętny, na fotkach był ładniejszy.",neutralna,jakość
"Nie kupujcie tego, strata czasu, gówno.",negatywna,jakość
"Super cena, na promocji to był strzał.",pozytywna,cena
"Pudełko rozerwane, brak słów na taką wysyłkę.",negatywna,opakowanie
"Solidne, produkt wart swojej ceny.",pozytywna,jakość
"Cena ok, ale produkt porysowany, słabo.",negatywna,jakość
"Szybko i sprawnie, polecam sprzedawcę.",pozytywna,dostawa
"Materiał tak cienki, że pęka w palcach.",negatywna,jakość
"Zapakowane w samą folię, cud że dojechało.",negatywna,opakowanie
"Wszystko śmiga, jestem mega zadowolony.",pozytywna,jakość
"Cena rynkowa, ani tanio, ani drogo.",neutralna,cena
"Kurier rzucił paczką o glebę, co za typ.",negatywna,dostawa
"Zajebiste pudełko, widać że to premium.",pozytywna,opakowanie
"Działa, ale strasznie głośno buczy.",negatywna,jakość
"Najlepiej wydane pieniądze, polecam!",pozytywna,cena
"Przyszło w innym kolorze, żenada.",negatywna,jakość
"Paczka dotarła na czas, wszystko ok.",pozytywna,dostawa
"Mogłoby być taniej, ale jakość broni towar.",neutralna,cena
"Totalny badziew, nie wytrzymał montażu.",negatywna,jakość
"Zabezpieczone folią wzorowo, brawo.",pozytywna,opakowanie
"Działa poprawnie, nic dodać nic ująć.",neutralna,jakość
"W chuj dobre, kupiłbym drugi raz.",pozytywna,jakość
"Cena zaporowa dla zwykłego człowieka.",negatywna,cena
"Kurier pomocny, wniósł mi to na piętro.",pozytywna,dostawa
"Pudełko pogniecione, słabo to wygląda.",negatywna,opakowanie
"Solidna marka, nie zawiodłem się.",pozytywna,jakość
"Farba schodzi po kilku dniach, szmira.",negatywna,jakość
"Cena spoko, adekwatna do możliwości.",neutralna,cena
"Dostawa ekspresowa, zamówione w nocy.",pozytywna,dostawa
"Karton po czymś innym, mało profesjonalnie.",neutralna,opakowanie
"Najlepszy sprzęt w tej kategorii, polecam!",pozytywna,jakość
"Nie działa wejście USB, towar do zwrotu.",negatywna,jakość
"Taniej nie znajdziecie, mega okazja.",pozytywna,cena
"Paczka dotarła z opóźnieniem, słabo.",negatywna,dostawa
"Zabezpieczone idealnie, nic nie latało.",pozytywna,opakowanie
"Przeciętniak, robi co trzeba, bez szału.",neutralna,jakość
"Zajebisty design, świetnie wygląda.",pozytywna,jakość
"Szkoda wydanej kasy na ten badziew.",negatywna,cena
"Zgodne z opisem, szybka realizacja.",pozytywna,dostawa
"Opakowanie rozerwane, towar jak używany.",negatywna,opakowanie
"Działa, ale instrukcja zbyt mała.",neutralna,jakość
"Rewelacja, jakość w dobrej cenie.",pozytywna,cena
"Zepsuło się od razu, co za gówno.",negatywna,jakość
"Kurier zostawił paczkę w innym punkcie.",negatywna,dostawa
"Zapakowane estetycznie, miło otwierać.",pozytywna,opakowanie
"Może być, chociaż spodziewałem się więcej.",neutralna,jakość
"Warto kupić, cena jest bardzo atrakcyjna.",pozytywna,cena
"Pudełko w dziurach, brak słów.",negatywna,opakowanie
"Zajebista jakość, w chuj polecam ten model.",pozytywna,jakość
"Cena za wysoka o stówę, nie warto.",negatywna,cena
"Dostawa na czas, sprawnie i bez problemów.",pozytywna,dostawa
"Jakość wykończenia to jakiś żart.",negatywna,jakość
"Fajne i tanie, czego chcieć więcej?",pozytywna,cena
"Paczka pusta w środku, złodzieje!",negatywna,dostawa
"Zabezpieczone styropianem, duży plus.",pozytywna,opakowanie
"Standardowa jakość dla tej ceny.",neutralna,jakość
"Wygląda luksusowo, a cena była niska.",pozytywna,cena
"Rozpadło się po wyjęciu z kartonu.",negatywna,jakość
"Dostawa trwała wieki, zero kontaktu.",negatywna,dostawa
"Zapakowane poprawnie, nic się nie stało.",neutralna,opakowanie
"Wszystko gra, szybka wysyłka, polecam.",pozytywna,jakość
"Cena adekwatna do chińskiego wykonania.",neutralna,cena
"Najgorszy kurier jakiego spotkałem.",negatywna,dostawa
"Pudełko premium, towar też super.",pozytywna,opakowanie
"Średnie, można znaleźć coś lepszego.",neutralna,cena
"Zajebiste, napierdala aż miło!",pozytywna,jakość
"Nie polecam, niezgodne z opisem.",negatywna,jakość
"Szybka akcja, towar na drugi dzień.",pozytywna,dostawa
"Stary karton, ale w środku bezpiecznie.",neutralna,opakowanie
"Rewelacyjny stosunek ceny do jakości.",pozytywna,cena
"Zepsuło się po miesiącu, a gwarancja? Zapomnij.",negatywna,jakość
"Cena ok, przesyłka darmowa, na plus.",pozytywna,cena
"Kurier nawet nie zadzwonił, rzucił pod płot.",negatywna,dostawa
"Musiałem użyć noża żeby to otworzyć.",pozytywna,opakowanie
"Działa, ale szału nie ma, przeciętny.",neutralna,jakość
"Wszystko w porządku, polecam sprzedawcę.",pozytywna,dostawa
"Cena zbyt wysoka za taki plastik.",negatywna,cena
"Pudełko pogniecione, towar na szczęście ok.",neutralna,opakowanie
"Najlepszy zakup w tym roku, polecam!",pozytywna,jakość
"Rozpadło się przy pierwszym użyciu.",negatywna,jakość
"Dostawa w jeden dzień, super.",pozytywna,dostawa
"Opakowanie rozerwane, towar używany.",negatywna,opakowanie
"Warto było kupić, cena przystępna.",pozytywna,cena
"Jakość tragiczna, śmierdzi klejem.",negatywna,jakość
"Paczka dotarła na czas, bez przygód.",pozytywna,dostawa
"Zapakowane estetycznie, na prezent.",pozytywna,opakowanie
"Cena rynkowa, ani tanio, ani drogo.",neutralna,cena
"Szkoda kasy na to gówno, nie kupujcie!",negatywna,jakość
"Szybko, sprawnie i bezproblemowo.",pozytywna,dostawa
"Pudełko pogniecione, środek bezpieczny.",neutralna,opakowanie
"Zajebista sprawa, działa idealnie.",pozytywna,jakość
"Za drogo jak na taką jakość, nie kupujcie.",negatywna,cena
"Wszystko zgodnie z opisem, szybka wysyłka.",pozytywna,dostawa
"Jeden wielki szajs, omijać szerokim łukiem.",negatywna,jakość
"Cena jak marzenie, za to jakość taka se.",neutralna,cena
"Ekspres pod same drzwi, tak to można kupować.",pozytywna,dostawa
"Karton wyglądał jak po przejściu tornada.",negatywna,opakowanie
"Produkt kozak, warty każdej złotówki.",pozytywna,jakość
"Nie polecam, produkt po prostu chujowy.",negatywna,jakość
"Tanio, szybko i na temat.",pozytywna,cena
"Kurier spóźniony o tydzień, dramat.",negatywna,dostawa
"Zabezpieczone tak, że bombę by przetrwało.",pozytywna,opakowanie
"Zwykły bubel, nie kupujcie tego!",negatywna,jakość
"Design petarda, wykonanie też niczego sobie.",pozytywna,jakość
"Cena za ten szajs to jakieś nieporozumienie.",negatywna,cena
"Dostawa ok, ale towar przyszedł inny.",negatywna,dostawa
"Zapakowane ładnie, nic dodać nic ująć.",pozytywna,opakowanie
"Działa jak powinno, bez zbędnych bajerów.",neutralna,jakość
"Zajebiste słuchawki, bas urywa głowę!",pozytywna,jakość
