text;sentiment;problem_type
Podnieśli cenę o 25% i już przestało się opłacać. Musiałem składać reklamację.;negatywna;cena
Za 5€ to rewelacja, spodziewałem się gorszej jakości. Obsługa klienta też na plus.;pozytywna;cena
Produkt przyszedł z wadą, wygląda na kiepska kontrolę jakości. Szkoda pieniędzy.;negatywna;jakość
Dostawa dotarła w 7 dni, czyli standardowo. Nie mam większych uwag.;neutralna;dostawa
Opakowanie było średnie i bardzo dobrze zabezpieczone, nic nie uszkodzone. Obsługa klienta też na plus.;pozytywna;opakowanie
Jakość zgodna z opisem, do codziennego użytku wystarczy. W sumie okej.;neutralna;jakość
Bardzo korzystna cena (marka), na pewno kupię ponownie. Obsługa klienta też na plus.;pozytywna;cena
Bardzo dobre wykonanie (producent), zgodne z opisem i zdjęciami. Kupione na prezent i się sprawdziło.;pozytywna;jakość
Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany. Musiałem składać reklamację.;negatywna;cena
Za 5€ to rewelacja, spodziewałem się gorszej jakości.;pozytywna;cena
Dostawa była błyskawiczna, paczka dotarła w 10 dni. Wszystko zgodnie z opisem.;pozytywna;dostawa
Wykonanie słaba, elementy są źle spasowane.;negatywna;jakość
Dostawa opóźniona o 2 dni i nikt nie poinformował.;negatywna;dostawa
Niestety krucha materiały, spodziewałem się czegoś lepszego. To nie powinno tak wyglądać.;negatywna;jakość
Opakowanie poprawne, nic szczególnego. W sumie okej.;neutralna;opakowanie
Dostawa dotarła w 5 dni, czyli standardowo. Ogólnie jest w porządku.;neutralna;dostawa
Dostawa dotarła w 4 dni, czyli standardowo. Nie mam większych uwag.;neutralna;dostawa
Jakość standardowa, do codziennego użytku wystarczy. Zobaczymy jak będzie dalej.;neutralna;jakość
Produkt przyszedł z wadą, wygląda na niedopracowana kontrolę jakości. Kontakt ze sklepem utrudniony.;negatywna;jakość
Dostawa dotarła w 4 dni, czyli standardowo. Zobaczymy jak będzie dalej.;neutralna;dostawa
Dostawa opóźniona o 2 dni i nikt nie poinformował. To nie powinno tak wyglądać.;negatywna;dostawa
Wykonanie standardowe (producent), bez większych minusów i plusów. Ogólnie jest w porządku.;neutralna;jakość
Niestety niedopracowana materiały, spodziewałem się czegoś lepszego.;negatywna;jakość
Niestety rozczarowująca materiały, spodziewałem się czegoś lepszego. Musiałem składać reklamację.;negatywna;jakość
Dostawa opóźniona o 4 dni i nikt nie poinformował. Szkoda pieniędzy.;negatywna;dostawa
Jakość jest solidna, produkt wygląda solidnie i działa jak trzeba. Kupione na prezent i się sprawdziło.;pozytywna;jakość
Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu. Musiałem składać reklamację.;negatywna;dostawa
Produkt przyszedł z wadą, wygląda na krucha kontrolę jakości. Musiałem składać reklamację.;negatywna;jakość
Zaskoczyła mnie bardzo dobra jakość w tej cenie. Wszystko zgodnie z opisem.;pozytywna;jakość
Wykonanie niedopracowana — elementy są źle spasowane.;negatywna;jakość
Wykonanie standardowe (marka), bez większych minusów i plusów. W sumie okej.;neutralna;jakość
Pudełko przyszło rozdarte, wyglądało jakby było już otwierane. Szkoda pieniędzy.;negatywna;opakowanie
Produkt przeciętna, nic wyjątkowego, ale spełnia swoje zadanie. W sumie okej.;neutralna;jakość
Za 30€ to rewelacja, spodziewałem się gorszej jakości. Kupione na prezent i się sprawdziło.;pozytywna;cena
Opakowanie było duże i bardzo dobrze zabezpieczone, nic nie uszkodzone. Kupione na prezent i się sprawdziło.;pozytywna;opakowanie
Świetnie zapakowane (producent) — dodatkowe wypełnienie i porządne pudełko. Kupione na prezent i się sprawdziło.;pozytywna;opakowanie
Dostawa opóźniona o 3 dni i nikt nie poinformował. Kontakt ze sklepem utrudniony.;negatywna;dostawa
Produkt przyszedł z wadą, wygląda na niedopracowana kontrolę jakości.;negatywna;jakość
Podnieśli cenę o 20% i już przestało się opłacać. Musiałem składać reklamację.;negatywna;cena
Dostawa była błyskawiczna, paczka dotarła w 1 dni.;pozytywna;dostawa
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 10 dniach. Musiałem składać reklamację.;negatywna;dostawa
Podnieśli cenę o 5% i już przestało się opłacać. Szkoda pieniędzy.;negatywna;cena
Produkt standardowa, nic wyjątkowego, ale spełnia swoje zadanie.;neutralna;jakość
Podnieśli cenę o 25% i już przestało się opłacać. To nie powinno tak wyglądać.;negatywna;cena
Wykonanie kiepska — elementy są źle spasowane. Kontakt ze sklepem utrudniony.;negatywna;jakość
Jakość jest super, produkt wygląda solidnie i działa jak trzeba. Na razie bez zastrzeżeń.;pozytywna;jakość
Wykonanie słaba — elementy są źle spasowane. To nie powinno tak wyglądać.;negatywna;jakość
Produkt przyszedł z wadą, wygląda na rozczarowująca kontrolę jakości. Musiałem składać reklamację.;negatywna;jakość
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 4 dniach. Musiałem składać reklamację.;negatywna;dostawa
Dostawa była błyskawiczna, paczka dotarła w 3 dni. Na razie bez zastrzeżeń.;pozytywna;dostawa
Dostawa była błyskawiczna, paczka dotarła w 10 dni. Kupione na prezent i się sprawdziło.;pozytywna;dostawa
Produkt przyszedł z wadą, wygląda na słaba kontrolę jakości. Szkoda pieniędzy.;negatywna;jakość
Cena świetna, szczególnie w promocji, warto. Kupione na prezent i się sprawdziło.;pozytywna;cena
Jakość jest słaba, po krótkim czasie pojawiły się problemy. Musiałem składać reklamację.;negatywna;jakość
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 1 dniach. To nie powinno tak wyglądać.;negatywna;dostawa
Podnieśli cenę o 10% i już przestało się opłacać. Kontakt ze sklepem utrudniony.;negatywna;cena
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 14 dniach. To nie powinno tak wyglądać.;negatywna;dostawa
Cena świetna, szczególnie w promocji, warto. Obsługa klienta też na plus.;pozytywna;cena
Wykonanie słaba — elementy są źle spasowane. Szkoda pieniędzy.;negatywna;jakość
Bardzo korzystna cena (marka), na pewno kupię ponownie. Wszystko zgodnie z opisem.;pozytywna;cena
Słabe pakowanie (marka) — aż się dziwię, że dotarło w całości. Szkoda pieniędzy.;negatywna;opakowanie
Zaskoczyła mnie bardzo dobra jakość w tej cenie. Kupione na prezent i się sprawdziło.;pozytywna;jakość
Wysyłka szybka i bezproblemowa, wszystko przyszło na czas. Wszystko zgodnie z opisem.;pozytywna;dostawa
Dostawa była błyskawiczna, paczka dotarła w 5 dni. Obsługa klienta też na plus.;pozytywna;dostawa
Produkt przyszedł z wadą, wygląda na kiepska kontrolę jakości. Musiałem składać reklamację.;negatywna;jakość
Wykonanie rozczarowująca, elementy są źle spasowane.;negatywna;jakość
Jakość jest kiepska, po krótkim czasie pojawiły się problemy. Musiałem składać reklamację.;negatywna;jakość
Dostawa dotarła w 5 dni, czyli standardowo. Nie mam większych uwag.;neutralna;dostawa
Niestety niedopracowana materiały, spodziewałem się czegoś lepszego. To nie powinno tak wyglądać.;negatywna;jakość
Dostawa opóźniona o 7 dni i nikt nie poinformował. Musiałem składać reklamację.;negatywna;dostawa
Niestety kiepska materiały, spodziewałem się czegoś lepszego. Musiałem składać reklamację.;negatywna;jakość
Produkt OK, nic wyjątkowego, ale spełnia swoje zadanie. Ogólnie jest w porządku.;neutralna;jakość
Niestety kiepska materiały, spodziewałem się czegoś lepszego. To nie powinno tak wyglądać.;negatywna;jakość
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 5 dniach. Szkoda pieniędzy.;negatywna;dostawa
Zaskoczyła mnie zaskakująco dobra jakość w tej cenie. Na razie bez zastrzeżeń.;pozytywna;jakość
Opakowanie było małe i bardzo dobrze zabezpieczone, nic nie uszkodzone. Na razie bez zastrzeżeń.;pozytywna;opakowanie
Zbyt drogo w porównaniu do konkurencji, nie warto. Szkoda pieniędzy.;negatywna;cena
Bardzo dobre wykonanie (marka), zgodne z opisem i zdjęciami. Obsługa klienta też na plus.;pozytywna;jakość
Zabezpieczenia super, zero ryzyka w transporcie. Na razie bez zastrzeżeń.;pozytywna;opakowanie
Za 25€ to rewelacja, spodziewałem się gorszej jakości. Na razie bez zastrzeżeń.;pozytywna;cena
Za 15€ to rewelacja, spodziewałem się gorszej jakości. Obsługa klienta też na plus.;pozytywna;cena
Zaskoczyła mnie rewelacyjna jakość w tej cenie. Wszystko zgodnie z opisem.;pozytywna;jakość
Dostawa dotarła w 2 dni, czyli standardowo. Nie mam większych uwag.;neutralna;dostawa
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 7 dniach. Szkoda pieniędzy.;negatywna;dostawa
Wysyłka w porządku, bez niespodzianek. Zobaczymy jak będzie dalej.;neutralna;dostawa
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 10 dniach. To nie powinno tak wyglądać.;negatywna;dostawa
Wykonanie fatalna, elementy są źle spasowane. Kontakt ze sklepem utrudniony.;negatywna;jakość
Bardzo korzystna cena (producent), na pewno kupię ponownie. Obsługa klienta też na plus.;pozytywna;cena
Zaskoczyła mnie rewelacyjna jakość w tej cenie.;pozytywna;jakość
Świetnie zapakowane, dodatkowe wypełnienie i porządne pudełko.;pozytywna;opakowanie
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 5 dniach. Kontakt ze sklepem utrudniony.;negatywna;dostawa
Produkt standardowa, nic wyjątkowego, ale spełnia swoje zadanie. Ogólnie jest w porządku.;neutralna;jakość
Opakowanie było duże i bardzo dobrze zabezpieczone, nic nie uszkodzone. Na razie bez zastrzeżeń.;pozytywna;opakowanie
Wykonanie krucha, elementy są źle spasowane.;negatywna;jakość
Wykonanie niedopracowana — elementy są źle spasowane. Szkoda pieniędzy.;negatywna;jakość
Dostawa dotarła w 1 dni, czyli standardowo. Nie mam większych uwag.;neutralna;dostawa
Dostawa dotarła w 3 dni, czyli standardowo. Ogólnie jest w porządku.;neutralna;dostawa
Zaskoczyła mnie perfekcyjna jakość w tej cenie. Kupione na prezent i się sprawdziło.;pozytywna;jakość
Jakość w porządku, do codziennego użytku wystarczy. Nie mam większych uwag.;neutralna;jakość
Jakość jest super, produkt wygląda solidnie i działa jak trzeba. Wszystko zgodnie z opisem.;pozytywna;jakość
Jakość jest krucha, po krótkim czasie pojawiły się problemy. Musiałem składać reklamację.;negatywna;jakość
Za 80€ to rewelacja, spodziewałem się gorszej jakości. Wszystko zgodnie z opisem.;pozytywna;cena
Produkt w porządku, nic wyjątkowego, ale spełnia swoje zadanie. Nie mam większych uwag.;neutralna;jakość
Zaskoczyła mnie zaskakująco dobra jakość w tej cenie. Kupione na prezent i się sprawdziło.;pozytywna;jakość
Jakość przeciętna, do codziennego użytku wystarczy. Zobaczymy jak będzie dalej.;neutralna;jakość
Świetnie zapakowane, dodatkowe wypełnienie i porządne pudełko. Wszystko zgodnie z opisem.;pozytywna;opakowanie
Produkt bez szału, ale poprawna, nic wyjątkowego, ale spełnia swoje zadanie. Ogólnie jest w porządku.;neutralna;jakość
Dostawa dotarła w 1 dni, czyli standardowo. W sumie okej.;neutralna;dostawa
Dostawa dotarła w 14 dni, czyli standardowo. Zobaczymy jak będzie dalej.;neutralna;dostawa
Zaskoczyła mnie super jakość w tej cenie. Na razie bez zastrzeżeń.;pozytywna;jakość
Dostawa była błyskawiczna, paczka dotarła w 7 dni. Na razie bez zastrzeżeń.;pozytywna;dostawa
Świetna logistyka (marka), dostałem zamówienie wcześniej niż planowano.;pozytywna;dostawa
Zaskoczyła mnie solidna jakość w tej cenie. Obsługa klienta też na plus.;pozytywna;jakość
Słabe pakowanie (marka) — aż się dziwię, że dotarło w całości. Musiałem składać reklamację.;negatywna;opakowanie
Produkt bez szału, ale poprawna, nic wyjątkowego, ale spełnia swoje zadanie. Zobaczymy jak będzie dalej.;neutralna;jakość
Wykonanie rozczarowująca — elementy są źle spasowane. Szkoda pieniędzy.;negatywna;jakość
Bardzo korzystna cena (producent), na pewno kupię ponownie. Wszystko zgodnie z opisem.;pozytywna;cena
Słabe pakowanie — aż się dziwię, że dotarło w całości. To nie powinno tak wyglądać.;negatywna;opakowanie
Dostawa dotarła w 2 dni, czyli standardowo. W sumie okej.;neutralna;dostawa
Dostawa opóźniona o 10 dni i nikt nie poinformował. To nie powinno tak wyglądać.;negatywna;dostawa
Dostawa opóźniona o 3 dni i nikt nie poinformował. Szkoda pieniędzy.;negatywna;dostawa
Zaskoczyła mnie świetna jakość w tej cenie. Obsługa klienta też na plus.;pozytywna;jakość
Dostawa była błyskawiczna, paczka dotarła w 10 dni. Obsługa klienta też na plus.;pozytywna;dostawa
Dostawa opóźniona o 14 dni i nikt nie poinformował. To nie powinno tak wyglądać.;negatywna;dostawa
Produkt przyszedł z wadą, wygląda na rozczarowująca kontrolę jakości. Szkoda pieniędzy.;negatywna;jakość
Podnieśli cenę o 10% i już przestało się opłacać. Szkoda pieniędzy.;negatywna;cena
Jakość jest rozczarowująca, po krótkim czasie pojawiły się problemy. Kontakt ze sklepem utrudniony.;negatywna;jakość
Opakowanie było małe i bardzo dobrze zabezpieczone, nic nie uszkodzone. Wszystko zgodnie z opisem.;pozytywna;opakowanie
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 3 dniach. Musiałem składać reklamację.;negatywna;dostawa
Jakość jest rewelacyjna, produkt wygląda solidnie i działa jak trzeba. Obsługa klienta też na plus.;pozytywna;jakość
Niestety niedopracowana materiały, spodziewałem się czegoś lepszego. Musiałem składać reklamację.;negatywna;jakość
Dostawa opóźniona o 4 dni i nikt nie poinformował. Musiałem składać reklamację.;negatywna;dostawa
Słabe pakowanie, aż się dziwię, że dotarło w całości. Szkoda pieniędzy.;negatywna;opakowanie
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 4 dniach. To nie powinno tak wyglądać.;negatywna;dostawa
Dostawa opóźniona o 14 dni i nikt nie poinformował. Kontakt ze sklepem utrudniony.;negatywna;dostawa
Niestety słaba materiały, spodziewałem się czegoś lepszego. To nie powinno tak wyglądać.;negatywna;jakość
Jakość jest super, produkt wygląda solidnie i działa jak trzeba.;pozytywna;jakość
Produkt przyszedł z wadą, wygląda na niedopracowana kontrolę jakości. Musiałem składać reklamację.;negatywna;jakość
Jakość standardowa, do codziennego użytku wystarczy. Ogólnie jest w porządku.;neutralna;jakość
Za 25€ to rewelacja, spodziewałem się gorszej jakości. Kupione na prezent i się sprawdziło.;pozytywna;cena
Niestety krucha materiały, spodziewałem się czegoś lepszego. Musiałem składać reklamację.;negatywna;jakość
